frame, datetime, event, canvas, X, Y, mouseX, mouseY, video time
4708,11-08-2023 11:52:07.560,Line drawing mode selected,,,,,,448.7
4898,11-08-2023 11:52:08.849,Left click initiated,Joy,15.72892,4.362333,14.97641,5.06077,448.7
4898,11-08-2023 11:52:08.850,Line auto-connected to start,Joy,15.72892,4.362333,14.97641,5.06077,448.7
5131,11-08-2023 11:52:10.954,Line finished drawing,Joy,444.9933,6.008901,18.38667,5.342821,448.7
5305,11-08-2023 11:52:12.046,Left click initiated,Fear,12.50131,6.887567,14.95077,3.663333,444.966666666667
5305,11-08-2023 11:52:12.046,Line auto-connected to start,Fear,12.50131,6.887567,14.95077,3.663333,444.966666666667
5476,11-08-2023 11:52:13.601,Line finished drawing,Fear,454.6759,4.642248,18.46359,3.278718,444.966666666667
5596,11-08-2023 11:52:14.366,Left click initiated,Relaxation,12.50131,6.568733,14.95077,1.778718,453.033333333333
5596,11-08-2023 11:52:14.366,Line auto-connected to start,Relaxation,12.50131,6.568733,14.95077,1.778718,453.033333333333
5645,11-08-2023 11:52:14.815,Line finished drawing,Relaxation,104.4864,5.071851,15.68154,1.522308,453.033333333333
5703,11-08-2023 11:52:15.224,Left click initiated,Relaxation,106.1003,5.446072,15.69436,1.586411,104.466666666667
5703,11-08-2023 11:52:15.225,Line drawn from point,Relaxation,106.1003,5.446072,15.69436,1.586411,104.466666666667
5802,11-08-2023 11:52:16.164,Line finished drawing,Relaxation,457.9036,4.547944,18.48923,1.432564,104.466666666667
5897,11-08-2023 11:52:16.830,Left click initiated,Boredom,12.50131,6.416052,14.95077,-0.06743562,457.9
5897,11-08-2023 11:52:16.830,Line auto-connected to start,Boredom,12.50131,6.416052,14.95077,-0.06743562,457.9
5947,11-08-2023 11:52:17.306,Line finished drawing,Boredom,119.0105,7.164493,15.79692,0.06076956,457.9
6046,11-08-2023 11:52:17.972,Left click initiated,Boredom,112.5555,6.865116,15.74564,0.009487391,119
6046,11-08-2023 11:52:17.972,Line drawn from point,Boredom,112.5555,6.865116,15.74564,0.009487391,119
6148,11-08-2023 11:52:18.951,Line finished drawing,Boredom,448.2209,4.54495,18.41231,-0.3879485,119
6288,11-08-2023 11:52:19.938,Left click initiated,Presence,10.88745,4.417713,14.93795,-2.259743,448.2
6288,11-08-2023 11:52:19.938,Line auto-connected to start,Presence,10.88745,4.417713,14.93795,-2.259743,448.2
6340,11-08-2023 11:52:20.457,Line finished drawing,Presence,107.7141,4.642246,15.70718,-2.221282,448.2
6419,11-08-2023 11:52:21.033,Left click initiated,Presence,109.3278,4.642246,15.72,-2.221282,106.1
6419,11-08-2023 11:52:21.033,Line drawn from point,Presence,109.3278,4.642246,15.72,-2.221282,106.1
6713,11-08-2023 11:52:23.827,Line finished drawing,Presence,1789.269,4.342868,29.06615,-2.272564,106.1
7073,11-08-2023 11:52:26.251,Eraser mode selected,,,,,,1786.03333333333
7578,11-08-2023 11:52:29.680,Line erased,,,,28.7841,-2.221281,1786.03333333333
7579,11-08-2023 11:52:29.692,Line erased,,,,28.74564,-2.195641,1786.03333333333
7605,11-08-2023 11:52:29.960,Line erased,,,,28.91231,-2.272564,1786.03333333333
7614,11-08-2023 11:52:30.073,Line erased,,,,28.68154,-2.17,1786.03333333333
7615,11-08-2023 11:52:30.087,Line erased,,,,28.6559,-2.144359,1786.03333333333
7616,11-08-2023 11:52:30.103,Line erased,,,,28.63025,-2.131538,1786.03333333333
7617,11-08-2023 11:52:30.115,Line erased,,,,28.57897,-2.118718,1786.03333333333
7638,11-08-2023 11:52:30.285,Line erased,,,,28.55333,-2.105897,1786.03333333333
7639,11-08-2023 11:52:30.293,Line erased,,,,28.52769,-2.105897,1786.03333333333
7640,11-08-2023 11:52:30.302,Line erased,,,,28.48923,-2.105897,1786.03333333333
7643,11-08-2023 11:52:30.324,Line erased,,,,28.45077,-2.118718,1786.03333333333
7662,11-08-2023 11:52:30.456,Line erased,,,,28.43795,-2.144359,1786.03333333333
7663,11-08-2023 11:52:30.463,Line erased,,,,28.38667,-2.208462,1786.03333333333
7664,11-08-2023 11:52:30.471,Line erased,,,,28.36102,-2.246923,1786.03333333333
7665,11-08-2023 11:52:30.478,Line erased,,,,28.33538,-2.272564,1786.03333333333
7668,11-08-2023 11:52:30.500,Line erased,,,,28.16872,-2.272564,1786.03333333333
7669,11-08-2023 11:52:30.507,Line erased,,,,28.19436,-2.298205,1786.03333333333
7669,11-08-2023 11:52:30.507,Line erased,,,,28.14308,-2.234102,1786.03333333333
7704,11-08-2023 11:52:30.779,Line erased,,,,28.06615,-2.17,1786.03333333333
7705,11-08-2023 11:52:30.790,Line erased,,,,28.02769,-2.144359,1786.03333333333
7710,11-08-2023 11:52:30.850,Line erased,,,,27.98923,-2.118718,1786.03333333333
7713,11-08-2023 11:52:30.886,Line erased,,,,27.91231,-2.080256,1786.03333333333
7715,11-08-2023 11:52:30.917,Line erased,,,,27.68154,-2.067436,1786.03333333333
7716,11-08-2023 11:52:30.928,Line erased,,,,27.72,-2.054615,1786.03333333333
7722,11-08-2023 11:52:31.011,Line erased,,,,27.64308,-2.067436,1786.03333333333
7742,11-08-2023 11:52:31.250,Line erased,,,,27.60461,-2.093077,1786.03333333333
7751,11-08-2023 11:52:31.377,Line erased,,,,27.52769,-2.144359,1786.03333333333
7755,11-08-2023 11:52:31.421,Line erased,,,,26.98923,-2.362307,1786.03333333333
7756,11-08-2023 11:52:31.434,Line erased,,,,26.91231,-2.323846,1786.03333333333
7757,11-08-2023 11:52:31.443,Line erased,,,,26.86102,-2.298205,1786.03333333333
7762,11-08-2023 11:52:31.483,Line erased,,,,26.82256,-2.272564,1786.03333333333
7764,11-08-2023 11:52:31.501,Line erased,,,,27.04051,-2.362307,1786.03333333333
7765,11-08-2023 11:52:31.511,Line erased,,,,27.09179,-2.362307,1786.03333333333
7771,11-08-2023 11:52:31.564,Line erased,,,,27.43795,-2.208462,1786.03333333333
7781,11-08-2023 11:52:31.642,Line erased,,,,27.36102,-2.259743,1786.03333333333
7788,11-08-2023 11:52:31.701,Line erased,,,,26.77128,-2.259743,1786.03333333333
7798,11-08-2023 11:52:31.767,Line erased,,,,27.14308,-2.362307,1786.03333333333
7848,11-08-2023 11:52:32.207,Line erased,,,,26.68154,-2.221282,1786.03333333333
7865,11-08-2023 11:52:32.350,Line erased,,,,26.64308,-2.208462,1786.03333333333
7866,11-08-2023 11:52:32.358,Line erased,,,,26.59179,-2.221282,1786.03333333333
7879,11-08-2023 11:52:32.463,Line erased,,,,26.54051,-2.234102,1786.03333333333
7881,11-08-2023 11:52:32.479,Line erased,,,,26.42513,-2.298205,1786.03333333333
7882,11-08-2023 11:52:32.486,Line erased,,,,26.37385,-2.336666,1786.03333333333
7883,11-08-2023 11:52:32.494,Line erased,,,,26.30974,-2.375128,1786.03333333333
7884,11-08-2023 11:52:32.503,Line erased,,,,26.20718,-2.42641,1786.03333333333
7885,11-08-2023 11:52:32.511,Line erased,,,,26.1559,-2.439231,1786.03333333333
7886,11-08-2023 11:52:32.521,Line erased,,,,26.11744,-2.439231,1786.03333333333
7887,11-08-2023 11:52:32.529,Line erased,,,,26.01487,-2.413589,1786.03333333333
7889,11-08-2023 11:52:32.543,Line erased,,,,25.96359,-2.387948,1786.03333333333
7920,11-08-2023 11:52:32.776,Line erased,,,,25.89949,-2.349487,1786.03333333333
7921,11-08-2023 11:52:32.785,Line erased,,,,25.84821,-2.298205,1786.03333333333
7926,11-08-2023 11:52:32.825,Line erased,,,,25.74564,-2.221282,1786.03333333333
7927,11-08-2023 11:52:32.834,Line erased,,,,25.69436,-2.195641,1786.03333333333
7929,11-08-2023 11:52:32.850,Line erased,,,,25.6559,-2.17,1786.03333333333
7930,11-08-2023 11:52:32.859,Line erased,,,,25.60461,-2.157179,1786.03333333333
7954,11-08-2023 11:52:33.038,Line erased,,,,25.51487,-2.17,1786.03333333333
7955,11-08-2023 11:52:33.046,Line erased,,,,25.42513,-2.221282,1786.03333333333
7956,11-08-2023 11:52:33.054,Line erased,,,,25.32256,-2.298205,1786.03333333333
7958,11-08-2023 11:52:33.069,Line erased,,,,25.23282,-2.375128,1786.03333333333
7990,11-08-2023 11:52:33.302,Line erased,,,,25.14308,-2.42641,1786.03333333333
7991,11-08-2023 11:52:33.310,Line erased,,,,25.10461,-2.42641,1786.03333333333
8010,11-08-2023 11:52:33.440,Line erased,,,,25.01487,-2.400769,1786.03333333333
8011,11-08-2023 11:52:33.451,Line erased,,,,24.96359,-2.362307,1786.03333333333
8020,11-08-2023 11:52:33.523,Line erased,,,,24.86102,-2.272564,1786.03333333333
8021,11-08-2023 11:52:33.535,Line erased,,,,24.82256,-2.221282,1786.03333333333
8022,11-08-2023 11:52:33.541,Line erased,,,,24.77128,-2.17,1786.03333333333
8032,11-08-2023 11:52:33.628,Line erased,,,,24.47641,-2.131538,1786.03333333333
8033,11-08-2023 11:52:33.640,Line erased,,,,24.42513,-2.18282,1786.03333333333
8036,11-08-2023 11:52:33.663,Line erased,,,,24.38667,-2.234102,1786.03333333333
8074,11-08-2023 11:52:34.023,Line erased,,,,24.2841,-2.323846,1786.03333333333
8075,11-08-2023 11:52:34.031,Line erased,,,,24.24564,-2.362307,1786.03333333333
8076,11-08-2023 11:52:34.039,Line erased,,,,24.19436,-2.387948,1786.03333333333
8102,11-08-2023 11:52:34.242,Line erased,,,,24.14308,-2.400769,1786.03333333333
8113,11-08-2023 11:52:34.321,Line erased,,,,24.04051,-2.387948,1786.03333333333
8114,11-08-2023 11:52:34.330,Line erased,,,,23.98923,-2.349487,1786.03333333333
8135,11-08-2023 11:52:34.491,Line erased,,,,23.93795,-2.311025,1786.03333333333
8148,11-08-2023 11:52:34.584,Line erased,,,,23.88667,-2.246923,1786.03333333333
8150,11-08-2023 11:52:34.599,Line erased,,,,23.7841,-2.105897,1786.03333333333
8151,11-08-2023 11:52:34.607,Line erased,,,,23.73282,-2.041795,1786.03333333333
8152,11-08-2023 11:52:34.617,Line erased,,,,23.66872,-1.990513,1786.03333333333
8153,11-08-2023 11:52:34.628,Line erased,,,,23.61744,-1.952051,1786.03333333333
8154,11-08-2023 11:52:34.639,Line erased,,,,23.56615,-1.92641,1786.03333333333
8155,11-08-2023 11:52:34.651,Line erased,,,,23.47641,-1.92641,1786.03333333333
8156,11-08-2023 11:52:34.664,Line erased,,,,23.42513,-1.939231,1786.03333333333
8170,11-08-2023 11:52:34.846,Line erased,,,,23.37385,-1.977692,1786.03333333333
8175,11-08-2023 11:52:34.912,Line erased,,,,23.32256,-2.003333,1786.03333333333
8185,11-08-2023 11:52:35.034,Line erased,,,,23.27128,-2.041795,1786.03333333333
8186,11-08-2023 11:52:35.048,Line erased,,,,23.16872,-2.118718,1786.03333333333
8190,11-08-2023 11:52:35.097,Line erased,,,,22.93795,-2.17,1786.03333333333
8191,11-08-2023 11:52:35.108,Line erased,,,,22.98923,-2.18282,1786.03333333333
8209,11-08-2023 11:52:35.292,Line erased,,,,22.84821,-2.131538,1786.03333333333
8251,11-08-2023 11:52:35.621,Line erased,,,,22.22,-1.939231,1786.03333333333
8252,11-08-2023 11:52:35.628,Line erased,,,,22.25846,-1.875128,1786.03333333333
8252,11-08-2023 11:52:35.628,Line erased,,,,22.18154,-2.003333,1786.03333333333
8253,11-08-2023 11:52:35.636,Line erased,,,,22.29692,-1.836667,1786.03333333333
8254,11-08-2023 11:52:35.643,Line erased,,,,22.33538,-1.811025,1786.03333333333
8262,11-08-2023 11:52:35.707,Line erased,,,,22.74564,-2.054615,1786.03333333333
8274,11-08-2023 11:52:35.798,Line erased,,,,22.64308,-1.952051,1786.03333333333
8275,11-08-2023 11:52:35.809,Line erased,,,,22.59179,-1.913589,1786.03333333333
8312,11-08-2023 11:52:36.159,Line erased,,,,22.09179,-2.157179,1786.03333333333
8315,11-08-2023 11:52:36.183,Line erased,,,,22.04051,-2.221282,1786.03333333333
8316,11-08-2023 11:52:36.187,Line erased,,,,21.98923,-2.272564,1786.03333333333
8317,11-08-2023 11:52:36.197,Line erased,,,,21.92513,-2.298205,1786.03333333333
8318,11-08-2023 11:52:36.207,Line erased,,,,21.87385,-2.311025,1786.03333333333
8328,11-08-2023 11:52:36.321,Line erased,,,,21.75846,-2.311025,1786.03333333333
8338,11-08-2023 11:52:36.472,Line erased,,,,21.6559,-2.259743,1786.03333333333
8356,11-08-2023 11:52:36.707,Line erased,,,,21.55333,-2.208462,1786.03333333333
8357,11-08-2023 11:52:36.721,Line erased,,,,21.43795,-2.18282,1786.03333333333
8358,11-08-2023 11:52:36.735,Line erased,,,,21.33538,-2.18282,1786.03333333333
8360,11-08-2023 11:52:36.774,Line erased,,,,21.05333,-2.323846,1786.03333333333
8364,11-08-2023 11:52:36.839,Line erased,,,,20.98923,-2.362307,1786.03333333333
8386,11-08-2023 11:52:37.042,Line erased,,,,20.92513,-2.400769,1786.03333333333
8387,11-08-2023 11:52:37.053,Line erased,,,,20.86102,-2.452051,1786.03333333333
8405,11-08-2023 11:52:37.200,Line erased,,,,20.63026,-2.554615,1786.03333333333
8406,11-08-2023 11:52:37.209,Line erased,,,,20.57897,-2.541795,1786.03333333333
8425,11-08-2023 11:52:37.364,Line erased,,,,20.51487,-2.528974,1786.03333333333
8426,11-08-2023 11:52:37.373,Line erased,,,,20.46359,-2.503333,1786.03333333333
8428,11-08-2023 11:52:37.393,Line erased,,,,20.34821,-2.42641,1786.03333333333
8440,11-08-2023 11:52:37.498,Line erased,,,,20.29692,-2.387948,1786.03333333333
8441,11-08-2023 11:52:37.505,Line erased,,,,20.23282,-2.336666,1786.03333333333
8461,11-08-2023 11:52:37.673,Line erased,,,,20.16872,-2.285384,1786.03333333333
8483,11-08-2023 11:52:37.956,Line erased,,,,20.04051,-2.208462,1786.03333333333
8484,11-08-2023 11:52:37.969,Line erased,,,,19.97641,-2.17,1786.03333333333
8497,11-08-2023 11:52:38.138,Line erased,,,,19.92513,-2.144359,1786.03333333333
8498,11-08-2023 11:52:38.150,Line erased,,,,19.86102,-2.131538,1786.03333333333
8507,11-08-2023 11:52:38.221,Line erased,,,,19.75846,-2.118718,1786.03333333333
8508,11-08-2023 11:52:38.227,Line erased,,,,19.70718,-2.118718,1786.03333333333
8509,11-08-2023 11:52:38.235,Line erased,,,,19.6559,-2.131538,1786.03333333333
8510,11-08-2023 11:52:38.243,Line erased,,,,19.60461,-2.157179,1786.03333333333
8511,11-08-2023 11:52:38.251,Line erased,,,,19.55333,-2.18282,1786.03333333333
8512,11-08-2023 11:52:38.260,Line erased,,,,19.46359,-2.234102,1786.03333333333
8513,11-08-2023 11:52:38.266,Line erased,,,,19.42513,-2.246923,1786.03333333333
8514,11-08-2023 11:52:38.274,Line erased,,,,19.33538,-2.285384,1786.03333333333
8515,11-08-2023 11:52:38.282,Line erased,,,,19.29692,-2.298205,1786.03333333333
8516,11-08-2023 11:52:38.291,Line erased,,,,19.25846,-2.311025,1786.03333333333
8523,11-08-2023 11:52:38.356,Line erased,,,,19.22,-2.311025,1786.03333333333
8550,11-08-2023 11:52:38.582,Line erased,,,,19.14308,-2.298205,1786.03333333333
8551,11-08-2023 11:52:38.590,Line erased,,,,19.09179,-2.285384,1786.03333333333
8552,11-08-2023 11:52:38.599,Line erased,,,,19.01487,-2.246923,1786.03333333333
8553,11-08-2023 11:52:38.606,Line erased,,,,18.98923,-2.221282,1786.03333333333
8559,11-08-2023 11:52:38.658,Line erased,,,,18.56615,-2.298205,1786.03333333333
8560,11-08-2023 11:52:38.672,Line erased,,,,18.52769,-2.336666,1786.03333333333
8562,11-08-2023 11:52:38.693,Line erased,,,,18.61744,-2.246923,1786.03333333333
8565,11-08-2023 11:52:38.732,Line erased,,,,18.95077,-2.195641,1786.03333333333
8566,11-08-2023 11:52:38.748,Line erased,,,,18.88667,-2.157179,1786.03333333333
8573,11-08-2023 11:52:38.847,Line erased,,,,18.86102,-2.144359,1786.03333333333
8574,11-08-2023 11:52:38.860,Line erased,,,,18.83538,-2.131538,1786.03333333333
8577,11-08-2023 11:52:38.912,Line erased,,,,18.6559,-2.221282,1786.03333333333
8595,11-08-2023 11:52:39.152,Line erased,,,,18.50205,-2.375128,1786.03333333333
8597,11-08-2023 11:52:39.184,Line erased,,,,18.34821,-2.490513,1786.03333333333
8613,11-08-2023 11:52:39.410,Line erased,,,,18.42513,-2.490513,1786.03333333333
8614,11-08-2023 11:52:39.429,Line erased,,,,18.32256,-2.464872,1786.03333333333
8615,11-08-2023 11:52:39.445,Line erased,,,,18.24564,-2.400769,1786.03333333333
8617,11-08-2023 11:52:39.476,Line erased,,,,18.20718,-2.362307,1786.03333333333
8634,11-08-2023 11:52:39.663,Line erased,,,,18.16872,-2.323846,1786.03333333333
8657,11-08-2023 11:52:39.862,Line erased,,,,18.09179,-2.272564,1786.03333333333
8671,11-08-2023 11:52:39.967,Line erased,,,,18.06615,-2.246923,1786.03333333333
8681,11-08-2023 11:52:40.055,Line erased,,,,18.00205,-2.195641,1786.03333333333
8683,11-08-2023 11:52:40.080,Line erased,,,,17.93795,-2.144359,1786.03333333333
8690,11-08-2023 11:52:40.174,Line erased,,,,17.84821,-2.067436,1786.03333333333
8691,11-08-2023 11:52:40.189,Line erased,,,,17.82256,-2.041795,1786.03333333333
8719,11-08-2023 11:52:40.556,Line erased,,,,17.75846,-2.003333,1786.03333333333
8720,11-08-2023 11:52:40.571,Line erased,,,,17.73282,-1.990513,1786.03333333333
8727,11-08-2023 11:52:40.677,Line erased,,,,17.54051,-2.003333,1786.03333333333
8728,11-08-2023 11:52:40.689,Line erased,,,,17.55333,-1.990513,1786.03333333333
8728,11-08-2023 11:52:40.691,Line erased,,,,17.52769,-2.003333,1786.03333333333
8729,11-08-2023 11:52:40.702,Line erased,,,,17.47641,-2.003333,1786.03333333333
8729,11-08-2023 11:52:40.702,Line erased,,,,17.57897,-1.990513,1786.03333333333
8730,11-08-2023 11:52:40.711,Line erased,,,,17.61744,-1.977692,1786.03333333333
8730,11-08-2023 11:52:40.711,Line erased,,,,17.46359,-2.003333,1786.03333333333
8731,11-08-2023 11:52:40.721,Line erased,,,,17.42513,-2.003333,1786.03333333333
8732,11-08-2023 11:52:40.734,Line erased,,,,17.39949,-2.003333,1786.03333333333
8733,11-08-2023 11:52:40.745,Line erased,,,,17.38667,-2.003333,1786.03333333333
8996,11-08-2023 11:52:42.566,Failed key point interval validation,Joy,,,,,1786.03333333333
8996,11-08-2023 11:52:42.566,Export window opened,,,,,,1786.03333333333
9160,11-08-2023 11:52:43.877,Export window closed,,,,,,1786.03333333333
